Wall time,Step,Value
1753547099.0452383,2087424,0.0
1753547129.7149818,2088960,0.0
1753547249.5747392,2095104,0.0
1753547268.7171817,2096128,0.0
1753547314.553762,2098688,0.0
1753547323.9598155,2099200,0.0
1753547343.0741293,2100224,0.0
1753547419.283602,2104320,0.0
1753547465.943979,2106880,0.0
1753547535.8086078,2110464,0.0
1753547806.9812388,2124800,0.0
1753547875.065991,2128384,0.0
1753547983.6958308,2134016,0.0
1753548033.0848181,2136576,0.0
1753548118.808756,2141184,0.0
1753548128.6346302,2141696,0.0
1753548225.490913,2146816,0.0
1753548235.0621154,2147328,0.0
1753548244.9763234,2147840,0.0
1753548263.8282828,2148864,0.17734375596046448
1753548282.2295103,2149888,0.0
1753548302.2933471,2150912,0.0
1753548311.6969786,2151424,0.10703124850988388
1753548321.8600886,2151936,0.0
1753548341.5077593,2152960,0.0
1753548524.1137917,2162176,0.0
1753548573.905932,2164736,0.0
1753548622.199961,2167296,0.0
1753548652.3951337,2168832,0.0
1753548682.7315013,2170368,0.0
1753548731.1506317,2172928,0.0
1753548843.4549901,2178560,0.0
1753548934.1917365,2183168,0.0
1753548965.3642788,2184704,0.0
1753548974.405643,2185216,0.0
1753549060.7384472,2189824,0.0
1753549117.1145403,2192896,0.0
1753549263.610256,2200576,0.0
1753549273.3195922,2201088,0.0
1753549331.2512145,2204160,0.817187488079071
1753549369.647805,2206208,0.0
1753549398.0083537,2207744,0.0
1753549461.584817,2210816,0.0
1753549481.5260675,2211840,0.0
1753549571.9648213,2216448,0.0
1753549611.0903652,2218496,0.0
1753549668.0160081,2221568,0.0
1753549718.7337906,2224128,0.0
1753549776.904955,2227200,0.0
1753549814.0680068,2229248,0.0
1753549862.4129884,2231808,0.0
1753549931.0488787,2235392,0.0
1753549969.1910088,2237440,0.0
1753550051.6629663,2242048,0.0
1753550081.4530156,2243584,0.0
1753550164.055264,2249728,0.0
1753550206.6270087,2253312,0.19843749701976776
1753550230.055538,2254848,0.0
1753550243.1672306,2255872,0.0
1753550250.3981156,2256384,0.0
1753550278.897621,2258432,0.0
1753550285.539369,2258944,0.0
1753550292.3970551,2259456,0.0
1753550356.0327966,2265600,0.0
1753550387.100125,2268672,0.0
1753550391.7412848,2269184,0.0
1753550402.6915615,2270208,0.0
1753550435.6045582,2272768,0.0
1753550441.3156657,2273280,0.0
1753550458.6650891,2274816,0.0
1753550490.1619673,2277888,0.0
1753550510.5086305,2279936,0.0
1753550546.4220707,2283520,0.0
1753550600.6719286,2288640,0.0
1753550632.5477197,2291712,0.0
1753550657.7554,2293760,0.0
1753550680.199764,2295296,0.0
1753550734.838193,2299392,0.0
1753550745.539113,2300416,0.0
1753550817.4021747,2307072,0.0
1753550841.7940845,2309120,0.0
1753550847.522704,2309632,0.0
1753550957.6907935,2319360,0.0
1753550967.4042318,2319872,0.0
1753550997.8275466,2321408,0.0
1753551065.848425,2324992,0.0
1753551085.1139085,2326016,0.0
1753551168.9056067,2330112,0.0
1753551189.7884474,2331136,0.0
1753551199.7079654,2331648,0.9085937738418579
1753551334.037482,2338304,0.3671875
1753551353.9852881,2339328,0.0
1753551364.0228229,2339840,0.971875011920929
1753551448.7956214,2343936,0.0
1753551459.3736043,2344448,0.0
1753551490.8115478,2345984,0.711718738079071
1753551509.9387722,2347008,0.0
1753551599.5559525,2351616,0.0
1753551630.4718435,2353152,0.0
1753551650.2493343,2354176,0.0
1753551673.0819178,2355200,0.0
1753551797.4330306,2361344,0.866406261920929
1753551969.5979133,2370048,0.0
1753552012.588293,2372608,0.0
1753552103.7936375,2377728,0.0
1753552154.152554,2380800,0.9437500238418579
1753552188.0187817,2382848,0.0
1753552216.1980762,2384384,0.0
1753552272.6372414,2387456,0.0
1753552290.0767133,2388480,0.0
1753552321.695438,2390528,0.0
1753552379.3762202,2394112,0.0
1753552387.7374978,2394624,0.0
1753552396.3271503,2395136,0.0
1753552479.6034827,2400256,0.0
1753552610.052446,2408448,0.0
1753552649.9313323,2411008,0.0
1753552688.533847,2413568,0.24765625596046448
1753552729.894656,2416128,0.0
1753552738.490928,2416640,0.0
1753552756.0294237,2417664,0.0
1753552780.5119953,2419200,0.0
1753552862.2835627,2424320,0.0
1753552894.7157476,2426368,0.5992187261581421
1753552902.1040885,2426880,0.0
1753552952.8327875,2429952,0.0
1753552984.3685641,2432000,0.0
1753552992.4045985,2432512,0.40234375
1753553056.1162698,2436608,0.0
1753553072.5322292,2437632,0.0
1753553079.9999886,2438144,0.9296875
1753553088.0127423,2438656,0.0
1753553104.6306276,2439680,0.9859374761581421
1753553128.5579765,2441216,0.0
1753553137.3456237,2441728,0.0
1753553145.6061254,2442240,0.0
1753553153.5463622,2442752,0.0
1753553186.9208012,2444800,0.0
1753553203.029806,2445824,0.0
1753553227.2894833,2447360,0.0
1753553235.4652567,2447872,0.0
1753553243.5806615,2448384,0.0
1753553252.3930452,2448896,0.0
1753553268.5439062,2449920,0.725781261920929
1753553293.2200384,2451456,0.0
1753553302.5276368,2451968,0.0
1753553352.754753,2455040,0.0
1753553400.1267655,2458112,0.0
1753553416.6661525,2459136,0.0
1753553441.1406543,2460672,0.0
1753553536.400761,2466816,0.0
1753553596.7823093,2470912,0.0
1753553604.045562,2471424,0.0
1753553612.7654812,2471936,0.0
1753553658.9004765,2475008,0.0
1753553679.45152,2476544,0.0
