#{"t_start": 1753687631.6329482, "env_id": "MiniGrid-MultiRoom-N4-S5-v0"}
r,l,t
18.46907,80,190.98552
24.284893,80,191.407761
21.57404,80,191.810641
24.130406,80,192.271046
24.397963,80,192.677177
15.453454,80,193.073766
18.69655,80,193.47403
22.572258,80,193.971661
24.121948,80,194.436394
26.461758,80,194.838405
30.719084,80,195.226758
30.837079,80,195.642876
29.479841,80,196.137946
20.100512,80,196.571395
24.533545,80,197.063028
17.626495,80,197.597074
19.049139,80,198.102536
19.235485,80,198.587316
22.205724,80,199.104881
23.430445,80,207.537689
25.4995,80,208.06547
30.643135,80,208.601932
30.357714,80,209.050312
34.536067,80,209.604707
31.654466,80,210.24459
26.743098,80,210.686651
27.33305,80,211.128772
22.307434,80,211.807835
19.570031,80,212.435757
25.248535,80,212.977249
27.399577,80,213.462127
33.895094,80,213.927134
31.081813,80,214.520446
21.033215,80,215.095067
21.975487,80,215.65334
26.614708,80,216.253586
27.066803,80,216.850488
30.66503,80,217.338131
32.875872,80,217.852843
30.581642,80,218.328971
32.814986,80,218.808312
35.06711,80,219.287348
31.674676,80,219.796873
30.758345,80,220.41183
20.140721,80,221.02766
24.380664,80,228.152699
27.763644,80,228.626993
31.338842,80,229.145047
31.224491,80,229.618804
29.821745,80,230.086507
30.594958,80,230.546858
25.68825,80,230.990946
29.846439,80,231.418785
25.593905,80,231.944285
25.226586,80,232.421
28.346497,80,232.940763
30.043028,80,233.39213
26.225376,80,233.809018
25.857646,80,234.255382
19.340274,80,234.724055
20.809072,80,235.164901
17.295283,80,235.614682
19.94747,80,236.18863
24.316769,80,236.804339
29.021426,80,237.337466
30.331035,80,237.82428
32.974621,80,238.296422
36.415151,80,238.81244
34.571221,80,239.341204
34.892252,80,239.853048
30.735498,80,247.238185
25.628562,80,247.737677
25.301136,80,248.294715
30.343805,80,248.773984
32.451472,80,249.194545
31.767856,80,249.654501
28.307096,80,250.063859
19.398433,80,250.517099
21.140531,80,251.008554
22.533042,80,251.476349
26.221795,80,252.005491
24.157085,80,252.505628
25.446253,80,253.000245
23.833887,80,253.405948
24.910458,80,253.898514
27.953875,80,254.409823
24.624142,80,254.833896
19.106307,80,255.285022
16.557038,80,255.831015
21.744338,80,256.386607
17.527322,80,256.907438
21.374429,80,257.387181
25.185049,80,257.844177
30.205903,80,258.297194
31.343,80,258.755202
32.782388,80,259.283709
30.946548,80,266.709998
29.362658,80,267.220201
34.026689,80,267.745276
35.402737,80,268.296814
34.466974,80,268.773863
31.444686,80,269.253236
24.069168,80,269.649678
24.357948,80,270.050095
21.86244,80,270.454287
22.043207,80,270.943632
24.806445,80,271.388222
25.880293,80,271.987533
23.538313,80,272.473655
16.433945,80,272.966767
21.187679,80,273.358938
19.850332,80,273.82427
21.51916,80,274.378506
18.483288,80,274.844037
17.246091,80,275.347541
20.76244,80,275.894974
24.936691,80,276.438253
27.188581,80,276.945198
25.308691,80,277.411748
15.668479,80,277.852832
19.843937,80,278.313375
19.369976,80,278.819683
22.01632,80,285.577579
18.237323,80,285.994458
21.73606,80,286.400286
24.14506,80,286.807695
28.743584,80,287.312446
29.821955,80,287.76221
28.877791,80,288.269328
26.81103,80,288.715889
26.044647,80,289.182807
26.411674,80,289.651577
28.533383,80,290.097282
27.696246,80,290.609762
26.718368,80,291.005351
21.661034,80,291.53083
25.034307,80,292.145754
26.17897,80,292.703593
26.50899,80,293.208227
20.116695,80,293.69253
23.755511,80,294.140472
17.55757,80,294.593584
19.341223,80,295.105757
23.843406,80,295.572419
21.960572,80,296.195459
23.910006,80,296.706557
27.112961,80,297.203367
24.339355,80,304.053035
24.24685,80,304.634445
27.247912,80,305.098428
23.646414,80,305.588253
17.714998,80,306.047523
20.955273,80,306.445621
24.477,80,306.866876
25.772143,80,307.369147
18.947424,80,307.894193
12.968651,80,308.418722
14.575565,80,308.849065
17.44923,80,309.319473
20.236813,80,309.74257
15.718659,80,310.217908
20.497837,80,310.632658
24.227694,80,311.002331
22.848178,80,311.491207
22.74116,80,312.035476
24.979578,80,312.526041
23.489349,80,313.047475
21.054923,80,313.515874
23.432195,80,313.970384
24.993893,80,314.432938
24.09421,80,314.889498
18.609973,80,315.359072
17.268128,80,315.933794
18.129794,80,322.810978
21.025484,80,323.266188
16.896615,80,323.768123
17.823612,80,324.240656
21.345623,80,324.718313
18.669538,80,325.224358
18.287076,80,325.655783
20.599002,80,326.089813
22.337663,80,326.57052
21.010067,80,327.015826
16.013883,80,327.55659
18.339644,80,328.028368
17.626245,80,328.568926
20.663534,80,329.128263
21.422542,80,329.658689
22.413102,80,330.135861
22.526342,80,330.59141
20.962128,80,331.123285
18.754312,80,331.705148
21.241838,80,332.27057
