#{"t_start": 1753737605.7958145, "env_id": "MiniGrid-MultiRoom-N4-S5-v0"}
r,l,t
68.62242,80,1264.939058
68.433365,80,1265.535548
68.273702,80,1266.127695
66.442322,80,1266.758335
66.592579,80,1267.219836
67.414886,80,1267.689219
68.432707,80,1268.360656
67.061861,80,1285.163587
62.562803,80,1285.69691
63.963943,80,1286.233121
65.640664,80,1286.804603
65.768093,80,1287.315601
66.362648,80,1287.817191
65.185926,80,1288.437897
65.775769,80,1288.970918
65.77951,80,1289.511806
66.786497,80,1289.990803
67.707416,80,1290.515269
66.675219,80,1291.071458
65.95406,80,1291.574072
67.498242,80,1292.125668
68.023273,80,1292.669998
67.76169,80,1293.249843
65.672388,80,1293.722016
68.479335,80,1294.285627
67.733523,80,1294.88408
67.706963,80,1295.34524
67.343695,80,1295.858744
68.129367,80,1296.407318
66.953412,80,1296.915693
66.722703,80,1297.519533
64.864506,80,1298.112291
66.243223,80,1298.671569
65.041097,80,1315.285433
60.955774,80,1315.832506
60.846834,80,1316.368581
61.168545,80,1317.016308
62.721179,80,1317.597756
63.857481,80,1318.203635
64.29984,80,1318.832788
64.589335,80,1319.385313
64.890163,80,1319.909488
65.521978,80,1320.511552
65.355576,80,1321.066465
64.750494,80,1321.527191
64.870601,80,1322.014603
65.297423,80,1322.601528
64.731607,80,1323.148763
65.8303,80,1323.636426
63.668374,80,1324.206803
63.387626,80,1324.906412
64.709492,80,1325.551619
66.328609,80,1326.174916
64.820679,80,1326.683854
65.085889,80,1327.181226
65.67067,80,1327.707159
64.720572,80,1328.219228
64.435171,80,1328.83886
63.339408,80,1329.438682
58.324449,80,1345.62165
57.963422,80,1346.131392
60.179346,80,1346.776506
62.561276,80,1347.327572
62.593361,80,1347.854683
63.711864,80,1348.427769
64.159471,80,1349.008281
61.853668,80,1349.703984
61.579354,80,1350.323966
62.107953,80,1350.853578
62.298146,80,1351.429111
62.198957,80,1351.953957
62.409706,80,1352.55879
62.975119,80,1353.105793
62.846411,80,1353.580886
63.449741,80,1354.095747
62.792917,80,1354.561711
63.39917,80,1355.02975
64.127054,80,1355.468001
63.22676,80,1356.037753
63.362965,80,1356.641534
62.480672,80,1357.195356
62.770431,80,1357.773501
64.06257,80,1358.294225
64.238502,80,1358.832469
63.339834,80,1375.732795
60.408645,80,1376.226166
59.792151,80,1376.765475
60.193599,80,1377.355031
61.475364,80,1377.95126
61.978127,80,1378.529663
62.838685,80,1379.158798
61.287065,80,1379.678703
60.96994,80,1380.282683
62.922636,80,1380.85919
61.734458,80,1381.469451
62.138277,80,1381.966633
61.544577,80,1382.54302
60.141094,80,1383.11442
60.663098,80,1383.655583
61.558516,80,1384.142486
60.857023,80,1384.796307
60.361875,80,1385.305912
61.173138,80,1385.767163
60.314096,80,1386.318983
61.805462,80,1386.797004
61.085947,80,1387.373049
60.620121,80,1388.046865
61.080836,80,1388.635928
61.266764,80,1389.231909
59.936747,80,1389.837282
57.637205,80,1405.891722
56.787279,80,1406.508975
57.117145,80,1407.061933
57.845215,80,1407.518446
59.498217,80,1407.92873
59.957775,80,1408.47423
60.403879,80,1409.020064
60.07672,80,1409.622117
59.349679,80,1410.117851
60.037256,80,1410.712924
59.42977,80,1411.292468
59.433647,80,1411.859562
58.993496,80,1412.468546
59.527656,80,1413.052302
59.806536,80,1413.730864
59.338485,80,1414.279316
58.582604,80,1414.873192
57.038818,80,1415.441589
57.756573,80,1415.963591
58.565257,80,1416.561224
58.929132,80,1417.047046
57.992349,80,1417.541486
59.231812,80,1418.026237
59.33988,80,1418.583881
59.159915,80,1419.089953
58.199463,80,1435.460509
53.15017,80,1436.03628
53.943404,80,1436.607713
55.267767,80,1437.091722
56.751139,80,1437.778648
56.879408,80,1438.243605
57.375646,80,1438.783829
57.803685,80,1439.299225
58.424976,80,1439.747236
58.40515,80,1440.276087
57.94455,80,1440.909865
57.376305,80,1441.392714
57.585989,80,1441.952805
58.244072,80,1442.642024
57.967452,80,1443.148699
57.23154,80,1443.68372
57.921819,80,1444.194867
58.287941,80,1444.824173
57.736479,80,1445.415411
